Day,Session,Treatment,Subject,Round,SL,Bid,Frequency_Consumption,Size,Time,Quality_Safety,Attention,Typical_SL,Typical_SL_Other,Choose,Minimum_SL,Shopper,Vegan,Significant_Issue,Feeling,Wrong,Consideration,Help_Reduction,Social_Contributes,Promotion,Discard_After,Discard_On,Discard_Smell,Discard_Taste,LD_indication,LD_words,Gender,Age,Education,Income,Marietal_St,Child,Family_Size,Family_Size_Other
1,2,T1,11,8,0,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Male,29,Master's degree,"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,11,9,19,3.5,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Male,29,Master's degree,"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,11,10,10,3.37,Two or three times a month,Half gallon (64 fl oz),More than a week,Food safety,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Male,29,Master's degree,"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,12,1,,1.95,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,2,7,1,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,3,1,0.25,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,4,3,0.45,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,5,-1,0,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,6,5,0.85,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,7,14,2.5,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,8,0,0,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,9,19,2.95,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,12,10,10,2.2,Once a week,1 gallon (128 fl oz),Within 3 days,Both,Sometimes,10-14 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,34,Some college but no degree,"$75,000-$99,999",Married,Yes,4,
1,2,T1,13,1,,2,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,2,7,2.25,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,3,1,0.5,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,4,3,1,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,5,-1,0,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,6,5,1.5,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,7,14,2.5,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,8,0,0.25,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,9,19,2.5,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,13,10,10,2.25,Once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,21,Bachelor's degree in college (4-year),"$150,000 or more","Single (never married, no domestic/live-in partner)",No,4,
1,2,T1,14,1,,3,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,2,7,2.5,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,3,1,1.5,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,4,3,2,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,5,-1,1.5,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,6,5,2,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,7,14,3,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,8,0,1.5,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,9,19,3,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,14,10,10,2.5,Once a week,1 gallon (128 fl oz),Within a week,Both,"Yes, always",10-14 days,,"Yes, always",6,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,1,
1,2,T1,15,1,,0,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,2,7,2,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,3,1,0,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,4,3,1,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,5,-1,0,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,6,5,1.5,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,7,14,4,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,8,0,0,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,9,19,4.25,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,15,10,10,2.5,Two or three times a month,1 quart (32 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Female,22,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,1,,1,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,2,7,1.5,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,3,1,0.5,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,4,3,0.75,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,5,-1,0.01,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,6,5,1.25,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,7,14,1.75,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,8,0,0.25,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,9,19,2,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,16,10,10,1.6,Once a week,1 gallon (128 fl oz),Within 3 days,Both,"Yes, always",10-14 days,,Sometimes,5,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,28,Bachelor's degree in college (4-year),"$50,000-$74,999","Single (never married, no domestic/live-in partner)",No,2,
1,2,T1,17,1,,3,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,17,2,7,2,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,17,3,1,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,17,4,3,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,17,5,-1,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
1,2,T1,17,6,5,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",21,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,Strongly agree,Prefer not to answer,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Male,50,Master's degree,"$50,000-$74,999",Married,Prefer not to say,Prefer not to say,
